44866|Vibo_Valentia|15.8259623,38.4288750,16.4347613,38.8244201
39637|Catanzaro|16.0947180,38.4643776,16.9213870,39.1952519
39788|Cosenza|15.7551628,39.0497233,17.0256917,40.1449242
44862|Reggio_Calabria|15.6291609,37.9157947,16.5832483,38.5738018
39748|Crotone|16.6138221,38.8917151,17.2067100,39.4833937
